user_id,falsehood_percentage,average_truth,can_dm,can_media_tag,created_at,default_profile,default_profile_image,description,entities,fast_followers_count,favourites_count,followers_count,friends_count,has_custom_timelines,is_translator,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_image_url_https,profile_interstitial_type,screen_name,statuses_count,translator_type,verified,want_retweets,withheld_in_countries,profile_banner_url,url,verified_type,following,protected
10842792,0.6494447054297087,0.3505552945702913,False,True,Tue Dec 04 16:44:39 +0000 2007,False,False,"É esporte sempre!

Perfil oficial do https://t.co/PPk2aPfLge no Twitter.","{'description': {'urls': [{'display_url': 'ge.globo', 'expanded_url': 'http://ge.globo', 'url': 'https://t.co/PPk2aPfLge', 'indices': [37, 60]}]}, 'url': {'urls': [{'display_url': 'ge.globo', 'expanded_url': 'http://ge.globo', 'url': 'https://t.co/PPk2aPfLge', 'indices': [0, 23]}]}}",0.0,3355.0,6514446.0,368.0,True,False,9426.0,Brasil,251437.0,ge,6514446.0,['1775163130504413444'],False,https://pbs.twimg.com/profile_images/1612907896764768260/hyPjJB38_normal.jpg,,geglobo,430221.0,none,False,False,[],https://pbs.twimg.com/profile_banners/10842792/1595534028,https://t.co/PPk2aPfLge,Business,,
14907774,0.7159152170815678,0.2840847829184322,False,True,Mon May 26 10:52:48 +0000 2008,False,False,"""Adepto da bondade radical""","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'linktr.ee/gilbertogil', 'expanded_url': 'https://linktr.ee/gilbertogil', 'url': 'https://t.co/8QaS5kPVgT', 'indices': [0, 23]}]}}",0.0,26924.0,2670317.0,526.0,True,False,2588.0,Brasil,2470.0,Gilberto Gil,2670317.0,[],False,https://pbs.twimg.com/profile_images/1779935676059803648/nYWhwJ7M_normal.jpg,,gilbertogil,4032.0,none,False,False,[],https://pbs.twimg.com/profile_banners/14907774/1713204721,https://t.co/8QaS5kPVgT,,,
17620198,0.8134325144812464,0.1865674855187535,False,True,Tue Nov 25 14:26:53 +0000 2008,False,False,"Twitter oficial da Revista CLAUDIA. 
O sentido feminino.
Assine Cláudia a partir de R$2,00 por semana no link: https://t.co/sUqXhFVbFe","{'description': {'urls': [{'display_url': 'abr.ai/47gQJcD', 'expanded_url': 'https://abr.ai/47gQJcD', 'url': 'https://t.co/sUqXhFVbFe', 'indices': [111, 134]}]}, 'url': {'urls': [{'display_url': 'claudia.com.br', 'expanded_url': 'http://www.claudia.com.br', 'url': 'https://t.co/SiNzG221v9', 'indices': [0, 23]}]}}",0.0,670.0,43093.0,464.0,True,False,391.0,Brasil,2103.0,CLAUDIA,43093.0,[],False,https://pbs.twimg.com/profile_images/1512433426015698946/84SWEw9n_normal.jpg,,CLAUDIAonline,27009.0,none,False,False,[],https://pbs.twimg.com/profile_banners/17620198/1689621622,https://t.co/SiNzG221v9,,,
17862108,0.8581891715526581,0.1418108284473419,True,False,Thu Dec 04 06:33:32 +0000 2008,False,False,,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'farzadmesbahi.com', 'expanded_url': 'https://www.farzadmesbahi.com/', 'url': 'https://t.co/2ZRCS7WlSp', 'indices': [0, 23]}]}}",0.0,71540.0,206686.0,1041.0,True,False,1357.0,,4265.0,Farzad,206686.0,['1785695930571735079'],False,https://pbs.twimg.com/profile_images/1756427926080307200/6o9Luupx_normal.jpg,,farzyness,58194.0,none,False,False,[],https://pbs.twimg.com/profile_banners/17862108/1692111288,https://t.co/2ZRCS7WlSp,,,
18817549,0.8582358229032252,0.1417641770967748,True,False,Fri Jan 09 22:08:53 +0000 2009,False,False,"Jornalista e torcedor.
CRVG no @9Portao.
🇧🇷 Rio 🇦🇷 Buenos Aires","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'jornalismodebancada.wordpress.com', 'expanded_url': 'http://jornalismodebancada.wordpress.com', 'url': 'https://t.co/2x49m3G8XJ', 'indices': [0, 23]}]}}",0.0,71750.0,14422.0,4032.0,True,False,91.0,"Buenos Aires, Argentina",1206.0,Gustavo Mehl,14422.0,[],False,https://pbs.twimg.com/profile_images/1117246465468923904/kqWoeHLz_normal.png,,GustavoMehl,39581.0,none,False,False,[],https://pbs.twimg.com/profile_banners/18817549/1693629882,https://t.co/2x49m3G8XJ,,,
28217833,0.7494513809937855,0.2505486190062145,True,False,Wed Apr 01 22:49:10 +0000 2009,False,False,"Escritora e Jornalista. Trabalho com @iclnoticias e @clip_AmericaLat
Podcast: A vida secreta de Jair 
Livro: O negócio do Jair
coluna@julianadalpiva.com","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'sympla.com.br/evento-online/…', 'expanded_url': 'https://www.sympla.com.br/evento-online/passado-e-presente-60-anos-do-golpe-civil-militar/2339407?_g', 'url': 'https://t.co/ypY0NE1nGB', 'indices': [0, 23]}]}}",0.0,26302.0,174611.0,4616.0,True,False,623.0,SP-Rio-BSB,532.0,Juliana Dal Piva,174611.0,[],False,https://pbs.twimg.com/profile_images/1747739432180944896/_Vu2pRQa_normal.jpg,,julianadalpiva,15542.0,none,False,False,[],https://pbs.twimg.com/profile_banners/28217833/1710522808,https://t.co/ypY0NE1nGB,,,
28708842,0.5979920596244835,0.4020079403755164,False,True,Sat Apr 04 01:31:43 +0000 2009,True,False,"Brasil acima de tudo, Deus acima de todos!
•talquei?• 100% Direita- Jesus is everything to me #FechadoscomBolsonaro  🇧🇷🇺🇸🇮🇱Patriota SDV",{'description': {'urls': []}},0.0,15441.0,2838.0,4204.0,True,False,2.0,Brasil,3886.0,Rita-38,2838.0,[],False,https://pbs.twimg.com/profile_images/1700007769779126272/sTSvr1A7_normal.jpg,,Cassiaholecko,19617.0,none,False,False,[],https://pbs.twimg.com/profile_banners/28708842/1694148411,,,,
29197309,0.7456981215643912,0.2543018784356088,False,False,Mon Apr 06 13:16:32 +0000 2009,False,False,"""bonis nocet, qui malis parcit""",{'description': {'urls': []}},0.0,14644.0,111.0,297.0,False,False,0.0,Rio de Janeiro,24.0,Marcelo Barros 👉🇧🇷,111.0,[],False,https://pbs.twimg.com/profile_images/1454047356320718850/pSybNIO__normal.jpg,,marcelosareba,1906.0,none,False,False,[],https://pbs.twimg.com/profile_banners/29197309/1561765462,,,,
30585720,0.863686749025395,0.136313250974605,False,False,Sun Apr 12 02:50:51 +0000 2009,False,False,Brazilian Biochemist. Anticommunist. Music. Literature. Cinema. Art. Science.,{'description': {'urls': []}},0.0,550668.0,1415.0,4989.0,True,False,7.0,Earth,3859.0,Marcos M. P. Wassilevski🇧🇷🇺🇦,1415.0,['1577377029837701123'],False,https://pbs.twimg.com/profile_images/1630943038448041985/j5VZ93eG_normal.jpg,,mmpalha64,191327.0,none,False,False,[],https://pbs.twimg.com/profile_banners/30585720/1693383148,,,,
32943157,0.5624034721559534,0.4375965278440465,False,True,Sat Apr 18 17:05:03 +0000 2009,False,False,"Perfil oficial do blog Não Intendo

https://t.co/dVFHoCWCdT","{'description': {'urls': [{'display_url': 'naointendo.com.br', 'expanded_url': 'http://naointendo.com.br', 'url': 'https://t.co/dVFHoCWCdT', 'indices': [36, 59]}]}, 'url': {'urls': [{'display_url': 'naointendo.com.br', 'expanded_url': 'http://www.naointendo.com.br', 'url': 'https://t.co/pRePlBrCTc', 'indices': [0, 23]}]}}",0.0,17523.0,245782.0,190.0,True,False,1916.0,Brasil,13753.0,Não Intendo,245782.0,[],False,https://pbs.twimg.com/profile_images/1357373820374577157/cxfAvVcI_normal.jpg,,blognaointendo,74241.0,none,False,False,[],https://pbs.twimg.com/profile_banners/32943157/1612458112,https://t.co/pRePlBrCTc,,,
